Sr.no,Date,Ticker,Adj Close,Close,High,Low,Open,Volume
102,05-05-2023,MSFT,308.1211548,310.6499939,311.9700012,304.269989,305.7200012,28181200
103,05-05-2023,NFLX,322.7600098,322.7600098,324.1499939,319.4400024,323.6099854,3988600
104,05-05-2023,TSLA,170.0599976,170.0599976,170.7899933,163.5099945,163.9700012,107440900
105,08-05-2023,AAPL,172.5788269,173.5,173.8500061,172.1100006,172.4799957,55962800
106,08-05-2023,GOOG,108.2399979,108.2399979,108.4199982,105.7900009,105.7949982,17266000
107,08-05-2023,MSFT,306.1374512,308.6499939,310.2000122,306.0899963,310.1300049,21318600
108,08-05-2023,NFLX,331.2099915,331.2099915,332.5599976,322.0299988,322.9899902,5488600
109,08-05-2023,TSLA,171.7899933,171.7899933,173.8000031,169.1900024,173.7200012,112249400
110,09-05-2023,AAPL,170.858017,171.7700043,173.5399933,171.6000061,173.0500031,45326900
111,09-05-2023,GOOG,107.9400024,107.9400024,110.5950012,107.7249985,108.7799988,24782400
112,09-05-2023,MSFT,304.5008545,307,310.0400085,306.3099976,308,21340800
113,09-05-2023,NFLX,332.1400146,332.1400146,336.3200073,329.7399902,330.6700134,5544900
114,09-05-2023,TSLA,169.1499939,169.1499939,169.8200073,166.5599976,168.9499969,88965000
115,10-05-2023,AAPL,172.638504,173.5599976,174.0299988,171.8999939,173.0200043,53724500
116,10-05-2023,GOOG,112.2799988,112.2799988,113.5100021,108.4800034,108.5500031,47533500
117,10-05-2023,MSFT,309.7676086,312.3099976,313,307.6700134,308.6199951,30078000
118,10-05-2023,NFLX,335.4200134,335.4200134,337.1099854,329.5100098,335.2099915,4289900
119,10-05-2023,TSLA,168.5399933,168.5399933,174.4299927,166.6799927,172.5500031,119840700
120,11-05-2023,AAPL,172.8274994,173.75,174.5899963,172.1699982,173.8500061,49514700
121,11-05-2023,GOOG,116.9000015,116.9000015,118.4400024,114.9300003,115.8600006,57115100
122,11-05-2023,MSFT,307.5855408,310.1099854,311.1199951,306.2600098,310.1000061,31680200
123,11-05-2023,NFLX,344.7600098,344.7600098,345.4700012,331.8399963,334.980011,8033500
124,11-05-2023,TSLA,172.0800018,172.0800018,173.5700073,166.7899933,168.6999969,103889900
125,12-05-2023,AAPL,171.8911896,172.5700073,174.0599976,171,173.6199951,45497800
126,12-05-2023,GOOG,117.9199982,117.9199982,118.2600021,116.5500031,117,31272500
127,12-05-2023,MSFT,306.4548645,308.9700012,310.6499939,306.6000061,310.5499878,19758100
128,12-05-2023,NFLX,339.8900146,339.8900146,348.1700134,337.3599854,344.7600098,6079900
129,12-05-2023,TSLA,167.9799957,167.9799957,177.3800049,167.2299957,176.0700073,157577100
130,15-05-2023,AAPL,171.3931732,172.0700073,173.2100067,171.4700012,173.1600037,37266700
131,15-05-2023,GOOG,116.9599991,116.9599991,118.7949982,116.4800034,116.4899979,22107900
132,15-05-2023,MSFT,306.9408264,309.4599915,309.8999939,307.5899963,309.1000061,16336500
133,15-05-2023,NFLX,335.8900146,335.8900146,341.8999939,335.5400085,340.6199951,3653000
134,15-05-2023,TSLA,166.3500061,166.3500061,169.7599945,164.5500031,167.6600037,105592500
135,16-05-2023,AAPL,171.3931732,172.0700073,173.1399994,171.8000031,171.9900055,42110300
136,16-05-2023,GOOG,120.0899963,120.0899963,121.1999969,116.8300018,116.8300018,32370100
137,16-05-2023,MSFT,309.202301,311.7399902,313.7099915,309.8299866,309.8299866,26730300
138,16-05-2023,NFLX,333.75,333.75,335.1700134,331.9100037,334,3332200
139,16-05-2023,TSLA,166.5200043,166.5200043,169.5200043,164.3500061,165.6499939,98288800
140,17-05-2023,AAPL,172.0107269,172.6900024,172.9299927,170.4199982,171.7100067,57951600
141,17-05-2023,GOOG,121.4800034,121.4800034,122.2799988,119.4599991,120.1800003,26659600
142,17-05-2023,MSFT,312.1247253,314,314.4299927,310.7399902,312.2900085,24315000
143,17-05-2023,NFLX,339.9599915,339.9599915,341.3800049,329.6199951,331.7600098,3958800
144,17-05-2023,TSLA,173.8600006,173.8600006,174.5,167.1900024,168.4100037,125473600
145,18-05-2023,AAPL,174.3614349,175.0500031,175.2400055,172.5800018,173,65496700
146,18-05-2023,GOOG,123.5199966,123.5199966,123.9000015,121.4899979,121.5599976,27014500
147,18-05-2023,MSFT,316.6177368,318.519989,319.0400085,313.7200012,314.5299988,27276000
148,18-05-2023,NFLX,371.2900085,371.2900085,375.8699951,346.3699951,347.25,20925200
149,18-05-2023,TSLA,176.8899994,176.8899994,177.0599976,172.4499969,174.2200012,109520300
150,19-05-2023,AAPL,174.4710236,175.1600037,176.3899994,174.9400024,176.3899994,55772400
151,19-05-2023,GOOG,123.25,123.25,126.4789963,122.7200012,124.1999969,30251300
152,19-05-2023,MSFT,316.4387817,318.3399963,318.75,316.3699951,316.7399902,27529500
153,19-05-2023,NFLX,365.3599854,365.3599854,369.9899902,363.8099976,369.8599854,7850900
154,19-05-2023,TSLA,180.1399994,180.1399994,181.9499969,176.3099976,177.1699982,136024200
155,22-05-2023,AAPL,173.5147858,174.1999969,174.7100067,173.4499969,173.9799957,43570900
156,22-05-2023,GOOG,125.8700027,125.8700027,127.0500031,123.4499969,123.5100021,29760200
157,22-05-2023,MSFT,319.2618408,321.1799927,322.5899963,318.0100098,318.6000061,24115700
158,22-05-2023,NFLX,363.0100098,363.0100098,372.0100098,362.5,365.3599854,5406400
159,22-05-2023,TSLA,188.8699951,188.8699951,189.3200073,180.1100006,180.6999969,132001400
160,23-05-2023,AAPL,170.8851776,171.5599976,173.3800049,171.2799988,173.1300049,50747300
161,23-05-2023,GOOG,123.2900009,123.2900009,125.4199982,123.0500031,124.9300003,24477900
162,23-05-2023,MSFT,313.3771973,315.2600098,322.7200012,315.25,320.0299988,30797200
163,23-05-2023,NFLX,355.9899902,355.9899902,364.1700134,354.3099976,360.2399902,6866100
164,23-05-2023,TSLA,185.7700043,185.7700043,192.9600067,185.2599945,186.1999969,156952100
165,24-05-2023,AAPL,171.1640625,171.8399963,172.4199982,170.5200043,171.0899963,45143500
166,24-05-2023,GOOG,121.6399994,121.6399994,122.75,120.75,121.8799973,23087900
167,24-05-2023,MSFT,311.9756165,313.8500061,316.5,312.6099854,314.730011,23384900
168,24-05-2023,NFLX,364.8500061,364.8500061,367.1499939,356.6300049,356.9299927,7973300
169,24-05-2023,TSLA,182.8999939,182.8999939,184.2200012,178.2200012,182.2299957,137605100
170,25-05-2023,AAPL,172.3095398,172.9900055,173.8999939,171.6900024,172.4100037,56058300
171,25-05-2023,GOOG,124.3499985,124.3499985,125.9800034,122.9000015,125.2099991,33812700
172,25-05-2023,MSFT,323.9735718,325.9200134,326.8999939,320,323.2399902,43301700
173,25-05-2023,NFLX,359,359,367.4500122,357.4200134,359.6099854,6263100
174,25-05-2023,TSLA,184.4700012,184.4700012,186.7799988,180.5800018,186.5399933,96870700
175,26-05-2023,AAPL,174.7399445,175.4299927,175.7700043,173.1100006,173.3200073,54835000
176,26-05-2023,GOOG,125.4300003,125.4300003,126,123.2900009,124.0650024,25154700
177,26-05-2023,MSFT,330.9019165,332.8900146,333.3999939,323.8800049,324.019989,36630600
178,26-05-2023,NFLX,378.8800049,378.8800049,383.7600098,356,361.1000061,9360400
179,26-05-2023,TSLA,193.1699982,193.1699982,198.6000061,184.5299988,184.6199951,162061500
180,30-05-2023,AAPL,176.6025848,177.3000031,178.9900055,176.5700073,176.9600067,55964400
181,30-05-2023,GOOG,124.6399994,124.6399994,126.3799973,122.8899994,126.2900009,27230700
182,30-05-2023,MSFT,329.2319641,331.2099915,335.7399902,330.519989,335.230011,29503100
183,30-05-2023,NFLX,392.980011,392.980011,405.1099854,385.7900085,397.480011,10865000
184,30-05-2023,TSLA,201.1600037,201.1600037,204.4799957,197.5299988,200.1000061,128818700
185,31-05-2023,AAPL,176.5527954,177.25,179.3500061,176.7599945,177.3300018,99625300
186,31-05-2023,GOOG,123.3700027,123.3700027,124.9000015,123.0999985,123.6999969,41548800
187,31-05-2023,MSFT,326.4288025,328.3900146,335.9400024,327.3299866,332.2900085,45950600
188,31-05-2023,NFLX,395.230011,395.230011,396.2600098,388.9100037,391.8900146,6988000
189,31-05-2023,TSLA,203.9299927,203.9299927,203.9499969,195.1199951,199.7799988,150711700
190,01-06-2023,AAPL,179.3816071,180.0899963,180.1199951,176.9299927,177.6999969,68901800
191,01-06-2023,GOOG,124.3700027,124.3700027,125.0400009,123.3000031,123.5,25017700
192,01-06-2023,MSFT,330.59375,332.5799866,333.5299988,324.7200012,325.9299927,26773900
193,01-06-2023,NFLX,403.1300049,403.1300049,407.519989,393.0799866,397.4100037,7160100
194,01-06-2023,TSLA,207.5200043,207.5200043,209.8000031,199.3699951,202.5899963,148029900
195,02-06-2023,AAPL,180.2382202,180.9499969,181.7799988,179.2599945,181.0299988,61945900
196,02-06-2023,GOOG,125.2300034,125.2300034,126.7450027,124.3499985,124.4899979,19362400
197,02-06-2023,MSFT,333.3969116,335.3999939,337.5,332.5499878,334.25,25864000
198,02-06-2023,NFLX,400.4700012,400.4700012,406.5799866,395.8999939,402.8900146,5897300
199,02-06-2023,TSLA,213.9700012,213.9700012,217.25,209.75,210.1499939,164129000
200,05-06-2023,AAPL,178.8736115,179.5800018,184.9499969,178.0399933,182.6300049,121946500
201,05-06-2023,GOOG,126.6299973,126.6299973,127.9899979,124.3799973,124.6100006,22672500
202,05-06-2023,MSFT,333.9337158,335.9400024,338.5599976,334.6600037,335.2200012,21307100
203,05-06-2023,NFLX,403.5400085,403.5400085,413.8599854,400.1499939,400.4700012,7247400
204,05-06-2023,TSLA,217.6100006,217.6100006,221.2899933,214.5200043,217.8000031,151143100
205,06-06-2023,AAPL,178.5050812,179.2100067,180.1199951,177.4299927,179.9700012,64848400
206,06-06-2023,GOOG,127.9100037,127.9100037,128.8800049,125.9700012,126.5999985,19450100
207,06-06-2023,MSFT,331.6871948,333.6799927,335.3699951,332.1700134,335.3299866,20396200
208,06-06-2023,NFLX,399.2900085,399.2900085,405.1199951,396.9299927,405,4991500
209,06-06-2023,TSLA,221.3099976,221.3099976,221.9100037,212.5299988,216.1399994,146911600
210,07-06-2023,AAPL,177.1205444,177.8200073,181.2100067,177.3200073,178.4400024,61944600
211,07-06-2023,GOOG,122.9400024,122.9400024,129.5500031,122.6299973,127.5749969,34179300
212,07-06-2023,MSFT,321.4487,323.3800049,334.4899902,322.5,331.6499939,40717100
213,07-06-2023,NFLX,399.769989,399.769989,418.9500122,399.230011,410.4299927,11932400
214,07-06-2023,TSLA,224.5700073,224.5700073,230.8300018,223.1999969,228,185710800
215,08-06-2023,AAPL,179.859726,180.5700073,180.8399963,177.4600067,177.8999939,50214900
216,08-06-2023,GOOG,122.6699982,122.6699982,123.7300034,122.0100021,122.5849991,24815000
217,08-06-2023,MSFT,323.3175049,325.2600098,326.6400146,323.3500061,323.9400024,23277700
218,08-06-2023,NFLX,409.3699951,409.3699951,409.5400085,396.3399963,399.769989,5991100
219,08-06-2023,TSLA,234.8600006,234.8600006,235.2299957,223.0099945,224.2200012,164489700
220,09-06-2023,AAPL,180.2481995,180.9600067,182.2299957,180.6300049,181.5,48870700
221,09-06-2023,GOOG,122.8700027,122.8700027,124.2850037,122.4199982,122.5599976,20304500
222,09-06-2023,MSFT,324.8383484,326.7900085,329.9899902,324.4100037,324.9899902,22514900
223,09-06-2023,NFLX,420.019989,420.019989,425.8999939,414.7600098,424.5,12363000
224,09-06-2023,TSLA,244.3999939,244.3999939,252.4199982,242.0200043,249.0700073,199882300
225,12-06-2023,AAPL,183.0670624,183.7899933,183.8899994,180.9700012,181.2700043,54274900
226,12-06-2023,GOOG,124.3499985,124.3499985,124.75,122.3499985,123.3949966,22255700
227,12-06-2023,MSFT,329.8681335,331.8500061,332.1000061,325.1600037,328.5799866,24260300
228,12-06-2023,NFLX,423.9700012,423.9700012,424.7000122,416.5700073,418.8299866,5959500
229,12-06-2023,TSLA,249.8300018,249.8300018,250.9700012,244.5899963,247.9400024,150337900
230,13-06-2023,AAPL,182.5889435,183.3099976,184.1499939,182.4400024,182.8000031,54929100
231,13-06-2023,GOOG,124.4300003,124.4300003,125.8600006,123.8450012,125.6500015,19287700
232,13-06-2023,MSFT,332.2935486,334.2900085,336.980011,330.3900146,334.4700012,22951300
233,13-06-2023,NFLX,435.730011,435.730011,437.269989,428.3999939,430.0100098,7820500
234,13-06-2023,TSLA,258.7099915,258.7099915,259.6799927,251.3399963,253.5099945,162384300
235,14-06-2023,AAPL,183.2264252,183.9499969,184.3899994,182.0200043,183.3699951,57462900
236,14-06-2023,GOOG,124.3799973,124.3799973,124.7900009,122.1600037,123.8000031,24659600
237,14-06-2023,MSFT,335.3253479,337.3399963,339.0400085,332.8099976,334.3399963,26003800
238,14-06-2023,NFLX,440.8599854,440.8599854,447.3299866,433.5,434.9899902,8413100
239,14-06-2023,TSLA,256.7900085,256.7900085,261.5700073,250.5,260.1700134,170575500
240,15-06-2023,AAPL,185.2783356,186.0099945,186.5200043,183.7799988,183.9600067,65433200
241,15-06-2023,GOOG,125.7900009,125.7900009,126.1600037,123.1399994,123.8799973,24517100
242,15-06-2023,MSFT,346.0210876,348.1000061,349.8399963,337.2000122,337.480011,38899100
243,15-06-2023,NFLX,445.269989,445.269989,448.6499939,439.5,444.1000061,7099900
244,15-06-2023,TSLA,255.8999939,255.8999939,258.9500122,247.2899933,248.3999939,160171200
245,16-06-2023,AAPL,184.1926117,184.9199982,186.9900055,184.2700043,186.7299957,101235600
246,16-06-2023,GOOG,124.0599976,124.0599976,126.6999969,123.7900009,126.6999969,56686800
247,16-06-2023,MSFT,340.2855225,342.3299866,351.4700012,341.9500122,351.3200073,46533600
248,16-06-2023,NFLX,431.9599915,431.9599915,447.5100098,430.8999939,446.1499939,8745500
249,16-06-2023,TSLA,260.5400085,260.5400085,263.6000061,257.2099915,258.9200134,167563700
250,20-06-2023,AAPL,184.2822571,185.0099945,186.1000061,184.4100037,184.4100037,49799100
251,20-06-2023,GOOG,123.8499985,123.8499985,125.1750031,122.8300018,123.5350037,22698000
252,20-06-2023,MSFT,336.0310974,338.0499878,342.0799866,335.8599854,339.3099976,26375400
253,20-06-2023,NFLX,434.7000122,434.7000122,440,430,430.1799927,4756000
254,20-06-2023,TSLA,274.4500122,274.4500122,274.75,261.1199951,261.5,165611200
255,21-06-2023,AAPL,183.2364044,183.9600067,185.4100037,182.5899963,184.8999939,49515700
256,21-06-2023,GOOG,121.2600021,121.2600021,123.4100037,120.8600006,123.2350006,22612000
257,21-06-2023,MSFT,331.5679321,333.5599976,337.730011,332.0700073,336.3699951,25117800
258,21-06-2023,NFLX,424.4500122,424.4500122,434.5499878,422.5400085,432.6499939,5146400
259,21-06-2023,TSLA,259.4599915,259.4599915,276.9899902,257.7799988,275.1300049,211797100
260,22-06-2023,AAPL,186.2644196,187,187.0500031,183.6699982,183.7400055,51245300
261,22-06-2023,GOOG,123.8700027,123.8700027,123.9349976,119.5999985,120.6600037,20781900
262,22-06-2023,MSFT,337.6811523,339.7099915,340.1199951,333.3399963,334.1199951,23556800
263,22-06-2023,NFLX,422.480011,422.480011,424.7099915,418.6799927,422.9299927,4869500
264,22-06-2023,TSLA,264.6099854,264.6099854,265,248.25,250.7700043,166875900
265,23-06-2023,AAPL,185.9456787,186.6799927,187.5599976,185.0099945,185.5500031,53079300
266,23-06-2023,GOOG,123.0199966,123.0199966,123.4400024,121.8600006,122.0400009,29542900
267,23-06-2023,MSFT,333.0191956,335.019989,337.9599915,333.4500122,334.3599854,23084700
268,23-06-2023,NFLX,424.019989,424.019989,425.8200073,417.730011,418.5899963,8293900
269,23-06-2023,TSLA,256.6000061,256.6000061,262.4500122,252.8000031,259.2900085,176584100
270,26-06-2023,AAPL,184.5412445,185.2700043,188.0500031,185.2299957,186.8300018,48088700
271,26-06-2023,GOOG,119.0899963,119.0899963,122.7200012,118.9899979,121.4660034,23185000
272,26-06-2023,MSFT,326.6375427,328.6000061,336.1099854,328.4899902,333.7200012,21520600
273,26-06-2023,NFLX,415.9400024,415.9400024,430.9599915,414.8999939,422.4400024,4640000
274,26-06-2023,TSLA,241.0500031,241.0500031,258.3699951,240.6999969,250.0700073,179990600
275,27-06-2023,AAPL,187.3202515,188.0599976,188.3899994,185.6699982,185.8899994,50730800
276,27-06-2023,GOOG,119.0100021,119.0100021,119.8949966,116.9100037,117.8399963,27221700
277,27-06-2023,MSFT,332.5718994,334.5700073,336.1499939,329.2999878,331.8599854,24354100
278,27-06-2023,NFLX,417.0799866,417.0799866,420.8800049,411.5,417.3900146,4818100
279,27-06-2023,TSLA,250.2100067,250.2100067,250.3899994,240.8500061,243.2400055,164968200
280,28-06-2023,AAPL,188.5055847,189.25,189.8999939,187.6000061,187.9299927,51216800
281,28-06-2023,GOOG,121.0800018,121.0800018,121.2699966,117.5999985,117.9599991,19753100
282,28-06-2023,MSFT,333.8442383,335.8500061,337.980011,333.8099976,334.6600037,20259500
283,28-06-2023,NFLX,429.8399963,429.8399963,437.2900085,422.8900146,423.1000061,8811300
284,28-06-2023,TSLA,256.2399902,256.2399902,259.8800049,248.8899994,249.6999969,159770800
285,29-06-2023,AAPL,188.8442383,189.5899963,190.0700073,188.9400024,189.0800018,46347300
286,29-06-2023,GOOG,120.0100021,120.0100021,120.9100037,119.2099991,120.0899963,18517500
287,29-06-2023,MSFT,333.0490112,335.0499878,336.1099854,332.6199951,334.7099915,16997000
288,29-06-2023,NFLX,428.2399902,428.2399902,437.8500061,426.1499939,434.3299866,4932300
289,29-06-2023,TSLA,257.5,257.5,260.7399902,253.6100006,258.0299988,131283400
290,30-06-2023,AAPL,193.207016,193.9700012,194.4799957,191.2599945,191.6300049,85069600
291,30-06-2023,GOOG,120.9700012,120.9700012,122.0299988,120.8799973,121.0999985,23865800
292,30-06-2023,MSFT,338.5061951,340.5400085,342.730011,337.2000122,337.75,26823800
293,30-06-2023,NFLX,440.4899902,440.4899902,444.1199951,431.1000061,431.1000061,7342000
294,30-06-2023,TSLA,261.769989,261.769989,264.4500122,259.8900146,260.6000061,112267600
295,03-07-2023,AAPL,191.7029724,192.4600067,193.8800049,191.7599945,193.7799988,31458200
